IdProxCurso;NomCurso;FechaInicio;FechaFin;HoraInicio;HoraFin;TituloComercial;Observaciones;CodCurso;Visible;Formulario;Duracion;CursoInem;IdCurso;Sala;Cliente;ObvVisible;Docente;InscripcionActiva;TipFormId;Online;IdCatProximosCursos
597;Project  2007 (Gr.2);11-abr-11;04-may-11;08:00;10:30;Gestión de proyectos. Microsoft Project 2007;;IU705;FALSO;Particular;25;VERDADERO;603;Ipartek;Hobetuz;(Lunes - Miércoles- Viernes)100 % Subvencionado;Aratz;FALSO;2;FALSO;
598;Informática Básica Gr.1 y 2;11-abr-11;04-may-11;14:00;16:00;;;;FALSO;;30;VERDADERO;604;IPARTEK;Rafael Matías;;José Luis;FALSO;;FALSO;
599;Prueba de estados;26-abr-11;30-jun-11;8:30;13:30;Servidor en pruebas;;CI01;FALSO;Particular;50;VERDADERO;605;IPARTEK;Hobetuz;;;VERDADERO;1;FALSO;
600;MICROSOFT WORD 2007: AVANZADO;;;;;MICROSOFT WORD 2007: AVANZADO;;IU211;FALSO;Empresa;0;FALSO;0;;;;;FALSO;;FALSO;
601;MICROSOFT ACCESS 2007: AVANZADO;;;;;MICROSOFT ACCESS 2007: AVANZADO;;IU510;FALSO;Empresa;0;FALSO;0;;;;;FALSO;;FALSO;
602;MICROSOFT OFFICE 2007;;;;;MICROSOFT OFFICE 2007;;IU805;FALSO;Empresa;0;FALSO;0;;;;;FALSO;;FALSO;
603;MICROSOFT WORD 2010: INICIACIÓN;;;;;MICROSOFT WORD 2010: INICIACIÓN;;IU212;FALSO;Empresa;0;FALSO;0;;;;;FALSO;;FALSO;25
604;MICROSOFT WORD 2010: AVANZADO;;;;;MICROSOFT WORD 2010: AVANZADO;;IU213;FALSO;Empresa;0;FALSO;0;;;;;FALSO;;FALSO;25
605;MICROSOFT EXCEL 2010: INICIACIÓN;;;;;MICROSOFT EXCEL 2010: INICIACIÓN;;IU311;FALSO;Empresa;0;FALSO;0;;;;;FALSO;;FALSO;25
606;MICROSOFT EXCEL 2010: AVANZADO;;;;;MICROSOFT EXCEL 2010: AVANZADO;;IU312;FALSO;Empresa;0;FALSO;0;;;;;FALSO;;FALSO;25
607;MICROSOFT ACCESS 2010: INICIACIÓN;;;;;MICROSOFT ACCESS 2010: INICIACIÓN;;IU511;FALSO;Empresa;0;FALSO;0;;;;;FALSO;;FALSO;25
608;MICROSOFT ACCESS 2010: AVANZADO;;;;;MICROSOFT ACCESS 2010: AVANZADO;;IU512;FALSO;Empresa;0;FALSO;0;;;;;FALSO;;FALSO;25
609;MICROSOFT OUTLOOK 2010;;;;;MICROSOFT OUTLOOK 2010;;IU608;FALSO;Empresa;0;FALSO;0;;;;;FALSO;;FALSO;25
610;MICROSOFT PROJECT 2010;;;;;MICROSOFT PROJECT 2010;;IU706;VERDADERO;Empresa;0;FALSO;0;;;;;VERDADERO;;FALSO;47
611;MICROSOFT OFFICE 2010;;;;;MICROSOFT OFFICE 2010;;IU806;FALSO;Empresa;0;FALSO;0;;;;;FALSO;;FALSO;25
612;Tripartita Grupo Bentas;13-jun-11;07-sep-11;;;;;;FALSO;;0;VERDADERO;606;Grupo Bentas;Grupo Bentas;;;FALSO;;FALSO;
613;01/2011 Programación Orientada a Objetos;01-jul-11;18-oct-11;08:30;13:30;Java/JEE;;EMIN3004;FALSO;Particular;260;VERDADERO;608;INEM;INEM;;Murgibe / Aratz;FALSO;1;FALSO;
614;PBD 01-2011 - Programador BBDD relacionales;19-oct-11;23-dic-11;08:30;13:30;Java/JEE;;IFC4004;FALSO;Particular;210;VERDADERO;609;INEM;INEM;;Aratz;FALSO;1;FALSO;
615;Práctic.  01-2011 - Programador BBDD relacionales;22-dic-11;31-ene-12;08:30;13:30;;;;FALSO;;150;VERDADERO;610;INEM;INEM;;Aratz;FALSO;;FALSO;
616;Java/JEE G1- Hobetuz (2011);11-ene-12;03-feb-12;08:30;13:30;Java/JEE;;CI10;FALSO;Particular;80;VERDADERO;611;Hobetuz;Hobetuz;100 % Subvencionado;Aratz;FALSO;2;FALSO;
617;Excel 2007 Avanz. G1- Hobetuz (2011);14-sep-11;26-sep-11;15:30;18:30;;;;FALSO;;20;VERDADERO;612;Hobetuz;Hobetuz;;César;FALSO;;FALSO;
618;Project 2007 G1- Hobetuz (20011);03-oct-11;13-oct-11;15:30;18:45;;;;FALSO;;25;VERDADERO;613;Hobetuz;Hobetuz;;César;FALSO;;FALSO;
619;Java/JEE G2- Hobetuz (2011);06-feb-12;29-feb-12;08:30;13:30;;;;FALSO;;80;VERDADERO;614;Hobetuz;Hobetuz;;Aratz;FALSO;;FALSO;
620;178-Microsoft Excel 2003 Bas. (Online);20-jul-11;30-sep-11;;;;"1 participante
Tutorizado";;FALSO;;16;VERDADERO;615;Online;Hobetuz;;;FALSO;;FALSO;
621;181-Microsoft Excel 2003 Avan. (Online);20-jul-11;30-sep-11;;;;"6 Alumnos
Tutorizado";;FALSO;;13;VERDADERO;616;Online;Hobetuz;;;FALSO;;FALSO;
622;196-Microsoft Access 2003 Bas. (Online);20-jul-11;30-sep-11;;;;"14 alumnos
Tutorizado";;FALSO;;16;VERDADERO;617;Online;Hobetuz;;;FALSO;;FALSO;
623;199-Microsoft Access 2003 Avan. (Online);20-jul-11;30-sep-11;;;;"9 alumnos
Tutorizado";;FALSO;;16;VERDADERO;618;Online;Hobetuz;;;FALSO;;FALSO;
624;Word 2007 - Avanzado;26-sep-11;30-sep-11;09:00;13:00;;;;FALSO;;20;VERDADERO;619;Ikerlan (Arrasate);Ikerlan;;César;FALSO;;FALSO;
625;Excel 2007 - Inicio;17-oct-11;21-oct-11;09:00;13:00;;;;FALSO;;20;VERDADERO;620;Ikerlan (Arrasate);Ikerlan;;César;FALSO;;FALSO;
626;Access 2007 - Inicio;07-nov-11;11-nov-11;09:00;13:00;;;;FALSO;;20;VERDADERO;621;Ikerlan (Arrasate);Ikerlan;;César;FALSO;;FALSO;
627;Excel 2003 Gr.1 - Bilbao;02-nov-11;04-nov-11;09:00;13:00;;;;FALSO;;12;VERDADERO;622;EITB Bilbao;TISA;;César;FALSO;;FALSO;
628;Excel 2003 Gr.2 - Bilbao;03-oct-11;05-oct-11;;;;4 participantes;;FALSO;;12;VERDADERO;623;EITB Bilbao;TISA;;César;FALSO;;FALSO;
629;Excel 2003 Gr.1 - Donosti;10-oct-11;13-oct-11;;;;3 personas;;FALSO;;12;VERDADERO;624;EITB Donosti;TISA;;César;FALSO;;FALSO;
630;Excel 2003 Gr.2 - Donosti;10-oct-11;13-oct-11;;;;3 personas;;FALSO;;12;VERDADERO;625;EITB Donosti;TISA;;César;FALSO;;FALSO;
631;Práct. 01/2011 Programación Orientada a Objetos;19-oct-11;02-dic-11;;;;;;FALSO;;150;VERDADERO;626;Ipartek;INEM;;;FALSO;;FALSO;
632;Project 2007;20-sep-11;04-oct-11;15:00;18:00;;7 alumnos;;FALSO;;12;VERDADERO;627;NORAY;Noray;;Aratz;FALSO;;FALSO;
633;Excel 2007 Medio;17-oct-11;28-oct-11;09:00;11:00;;"5 alumnos
*** Comentario cliente:
Trabajamos todos los días con Excel, más o menos manejamos todos, aunque unos más que otros.

Lo ideal sería insistir en fórmulas, gráficos, tablas dinámicas, subtotales, etc.";;FALSO;;30;VERDADERO;630;Sortzen;Sortzen;;Txabi;FALSO;;FALSO;
634;Taller de Word Avanzado;05-mar-12;14-mar-12;15:15;18:15;Taller de Word Avanzado;;ERIU212;FALSO;Particular;12;VERDADERO;631;Ipartek;ERKIDE;Lunes --> Miércoles;Aratz;FALSO;20;FALSO;
635;Excel 2003 - Nivel medio;13-feb-12;27-feb-12;15:15;18:15;Excel 2003 - Nivel medio;;ERIU304;FALSO;Particular;20;VERDADERO;632;Ipartek;ERKIDE;Lunes --> Miércoles --> Jueves;César;FALSO;20;FALSO;
636;Excel 2003 - Avanzado;02-jul-12;11-jul-12;08:30;13:30;Excel 2003 - Avanzado;;ERIU305;FALSO;Particular;20;VERDADERO;633;Ipartek;ERKIDE;Lunes --> Miércoles;Aratz;FALSO;20;FALSO;
637;Social Media Marketing: Gestión de Redes Sociales;06-mar-12;15-mar-12;08:30;13:30;Social Media Marketing: Gestión de Redes Sociales;M-J-M-J;ERIU609;FALSO;Particular;20;VERDADERO;634;Ipartek;ERKIDE;Martes -->Jueves;Aratz;FALSO;20;FALSO;
638;Gestión de BBDD. Access 2003;14-feb-12;23-feb-12;08:30;13:30;Gestión de Bases de Datos. Access 2003;;ERIU504;FALSO;Particular;20;VERDADERO;635;Ipartek;ERKIDE;Martes -> jueves;César;FALSO;20;FALSO;
639;Social Media Marketing: Gestión de Redes Sociales;14-may-12;23-may-12;08:30;13:30;Social Media Marketing: Gestión de Redes Sociales;;ERIU609;FALSO;Particular;20;VERDADERO;637;Ipartek;ERKIDE;Lunes --> Miércoles;Aratz;FALSO;20;FALSO;
640;Excel 2007 - Nivel medio;16-abr-12;09-may-12;15:15;18:15;Excel 2007 - Nivel medio;;ERIU309;FALSO;Particular;20;VERDADERO;638;Ipartek;ERKIDE;Lunes --> Miércoles;Pendiente;FALSO;20;FALSO;
641;Excel 2007 - Nivel Avanzado;15-may-12;25-may-12;08:30;13:30;Microsoft Excel 2007 - Avanzado;;ERIU310;FALSO;Particular;20;VERDADERO;639;Ipartek;ERKIDE;Martes->Viernes;Aratz;FALSO;20;FALSO;
642;Presentaciones eficaces. Power Point 2003/2007;17-abr-12;24-abr-12;08:30;12:30;Presentaciones eficaces. Power Point 2003/2007;;ERIU402;FALSO;Particular;12;VERDADERO;640;Ipartek;ERKIDE;Martes --> Jueves;Aratz;FALSO;20;FALSO;
643;JAVA. Introducción a JEE;28-may-12;13-jun-12;08:30;13:30;Programación en JAVA. Introducción a JEE;;ERCI10;FALSO;Particular;30;VERDADERO;641;Ipartek;ERKIDE;Lunes->Miércoles;Aratz;FALSO;20;FALSO;
644;Publicidad en Internet. Soluciones Google;05-jun-12;07-jun-12;08:30;13:30;Publicidad en Internet. Soluciones Google;;ERIU612;FALSO;Particular;10;VERDADERO;642;Ipartek;ERKIDE;Martes->Jueves;Aratz;FALSO;20;FALSO;
645;Gestión de Proyectos. Project 2007;13-jun-12;22-jun-12;08:30;13:30;Excel 2007 Avanzado;;ERIU310;FALSO;Particular;20;VERDADERO;643;Ipartek;ERKIDE;Miércoles->Viernes;Aratz;FALSO;20;FALSO;
646;Excel 2007 Avanzado;14-nov-11;16-nov-11;00:00;00:00;;;;FALSO;;12;VERDADERO;644;Ipartek;Igurko;;César;FALSO;;FALSO;
647;Administración Sistemas Operativos;26-dic-11;03-ene-12;08:00;10:30;;;;FALSO;;15;VERDADERO;645;Cafés la Fortaleza;Cafés la Fortaleza;;Txabi;FALSO;;FALSO;
648;Excel 2007 Avanzado - Hobetuz;06-feb-12;20-feb-12;15:15;18:15;Excel 2007 Avanzado;;IU310;FALSO;Particular;20;VERDADERO;646;Ipartek;Hobetuz;De Lunes a jueves -- 100 % Subvencionado;Pendiente / Aratz;FALSO;2;FALSO;
649;Microsoft Word 2007 Avanzado - Online (Gr.1);01-mar-12;31-mar-12;;;Microsoft Word 2007 Avanzado - Online (Gr.1);;ERO271;FALSO;Particular;21;VERDADERO;647;Online;ERKIDE;A través del Campus Virtual de Ipartek. No tiene que asistir al centro (Sin tutorización);;FALSO;20;FALSO;
650;Microsoft Word 2007 Avanzado - Online (Gr.2);02-may-12;28-may-12;;;Microsoft Word 2007 Avanzado - Online (Gr.2);;ERO271;FALSO;Particular;21;VERDADERO;648;Online;ERKIDE;A través del Campus Virtual de Ipartek. No tiene que asistir al centro (Sin tutorización);;FALSO;20;FALSO;
651;Microsoft Word 2007 Experto - Online (Gr.1);02-abr-12;15-may-12;;;Microsoft Word 2007 Experto - Online (Gr.1);;ERO274;FALSO;Particular;37;VERDADERO;649;Online;ERKIDE;A través del Campus Virtual de Ipartek. No tiene que asistir al centro (Sin tutorización);;FALSO;20;FALSO;
652;Microsoft Word 2007 Experto - Online (Gr.2);01-jun-12;15-jul-12;;;Microsoft Word 2007 Experto - Online (Gr.2);;ERO274;FALSO;Particular;37;VERDADERO;650;Online;ERKIDE;A través del Campus Virtual de Ipartek. No tiene que asistir al centro (Sin tutorización);;FALSO;20;FALSO;
653;Microsoft Excel 2007 Avanzado - Online (Gr.1);01-mar-12;31-mar-12;;;Microsoft Excel 2007 Avanzado - Online (Gr.1);;ERIU312;FALSO;Particular;16;VERDADERO;651;Online;ERKIDE;A través del Campus Virtual de Ipartek. No tiene que asistir al centro (Sin tutorización);;FALSO;20;FALSO;
654;Microsoft Excel 2007 Avanzado - Online (Gr.2);02-may-12;28-may-12;;;Microsoft Excel 2007 Avanzado - Online (Gr.2);;ERIU312;FALSO;Particular;16;VERDADERO;652;Online;ERKIDE;A través del Campus Virtual de Ipartek. No tiene que asistir al centro (Sin tutorización);;FALSO;20;FALSO;
655;Microsoft Excel 2007 Experto - Online (Gr.1);02-abr-12;30-abr-12;;;Microsoft Excel 2007 Experto - Online (Gr.1);;ERIU311;FALSO;Particular;24;VERDADERO;653;Online;ERKIDE;A través del Campus Virtual de Ipartek. No tiene que asistir al centro (Sin tutorización);;FALSO;20;FALSO;
656;Microsoft Excel 2007 Experto - Online (Gr.2);01-jun-12;30-jun-12;;;Microsoft Excel 2007 Experto - Online (Gr.2);;ERIU311;FALSO;Particular;24;VERDADERO;654;Online;ERKIDE;A través del Campus Virtual de Ipartek. No tiene que asistir al centro (Sin tutorización);;FALSO;20;FALSO;
657;Adobe Photoshop CS 4 Básico - Online (Gr.1);01-mar-12;31-mar-12;;;Adobe Photoshop CS 4 Básico - Online (Gr.1);;ERDG111;FALSO;Particular;24;VERDADERO;655;Online;ERKIDE;A través del Campus Virtual de Ipartek. No tiene que asistir al centro (Sin tutorización);;FALSO;20;FALSO;
658;Adobe Photoshop CS 4 Básico - Online (Gr.2);02-may-12;28-may-12;;;Adobe Photoshop CS 4 Básico - Online (Gr.2);;ERDG111;FALSO;Particular;24;VERDADERO;656;Online;ERKIDE;A través del Campus Virtual de Ipartek. No tiene que asistir al centro (Sin tutorización);;FALSO;20;FALSO;
659;Adobe Photoshop CS 4 Avanzado - Online (Gr.1);02-abr-12;15-may-12;;;Adobe Photoshop CS 4 Avanzado - Online (Gr.1);;ERDG112;FALSO;Particular;33;VERDADERO;657;Online;ERKIDE;A través del Campus Virtual de Ipartek. No tiene que asistir al centro (Sin tutorización);;FALSO;20;FALSO;
660;Adobe Photoshop CS 4 Avanzado - Online (Gr.2);01-jun-12;15-jul-12;;;Adobe Photoshop CS 4 Avanzado - Online (Gr.2);;ERDG112;FALSO;Particular;33;VERDADERO;658;Online;ERKIDE;A través del Campus Virtual de Ipartek. No tiene que asistir al centro (Sin tutorización);;FALSO;20;FALSO;
661;Microsoft SQL Server 2005 - Online;01-mar-12;30-abr-12;;;Microsoft SQL Server 2005 - Online;;ERCI18;FALSO;Particular;41;VERDADERO;659;Online;ERKIDE;A través del Campus Virtual de Ipartek. No tiene que asistir al centro (Sin tutorización);;FALSO;20;FALSO;
662;Windows Server 2003 Standard Edition - Online;01-mar-12;15-abr-12;;;Windows Server 2003 Standard Edition - Online;;ERIU109;FALSO;Particular;30;VERDADERO;660;Online;ERKIDE;A través del Campus Virtual de Ipartek. No tiene que asistir al centro (Sin tutorización);;FALSO;20;FALSO;
663;Linux Básico - Online;01-mar-12;15-abr-12;;;Linux Básico - Online;;ERO328;FALSO;Particular;26;VERDADERO;661;Online;ERKIDE;A través del Campus Virtual de Ipartek. No tiene que asistir al centro (Sin tutorización);;FALSO;20;FALSO;
664;Linux Avanzado - Online;02-may-12;31-may-12;;;Linux Avanzado - Online;;ERO331;FALSO;Particular;10;VERDADERO;662;Online;ERKIDE;A través del Campus Virtual de Ipartek. No tiene que asistir al centro (Sin tutorización);;FALSO;20;FALSO;
665;Programación páginas web con ASP .NET - Online;01-mar-12;15-may-12;;;Programación páginas web con ASP .NET - Online;;ERCI17;FALSO;Particular;64;VERDADERO;663;Online;ERKIDE;A través del Campus Virtual de Ipartek. No tiene que asistir al centro (Sin tutorización);;FALSO;20;FALSO;
666;Programación páginas web con PHP - Online;01-mar-12;15-may-12;;;Programación páginas web con PHP - Online;;ERCI16;FALSO;Particular;64;VERDADERO;664;Online;ERKIDE;A través del Campus Virtual de Ipartek. No tiene que asistir al centro (Sin tutorización);;FALSO;20;FALSO;
667;Visual Basic .NET - Online;01-mar-12;15-may-12;;;Visual Basic .NET - Online;;ERCI05;FALSO;Particular;74;VERDADERO;665;Online;ERKIDE;A través del Campus Virtual de Ipartek. No tiene que asistir al centro (Sin tutorización);;FALSO;20;FALSO;
668;MICROSOFT WORD 2007 AVANZADO - Online - ERKIDE;;;;;MICROSOFT WORD 2007 AVANZADO - Online - ERKIDE;;ERO271;FALSO;Empresa;0;FALSO;0;;;;;FALSO;;FALSO;
669;MICROSOFT WORD 2007: EXPERTO - Online;;;;;MICROSOFT WORD 2007: EXPERTO - Online;;ERO274;FALSO;Empresa;0;FALSO;0;;;;;FALSO;;FALSO;
670;GESTIÓN DE PROYECTOS CON METODOLOGÍAS ÁGILES: SCRUM;;;;;GESTIÓN DE PROYECTOS CON METODOLOGÍAS ÁGILES: SCRUM;;CI16;FALSO;Empresa;10;FALSO;0;;;;;FALSO;;FALSO;47
671;Publicidad en Internet. Soluciones Google;;;;;Publicidad en Internet. Soluciones Google;;ERIU612;VERDADERO;Empresa;0;FALSO;0;;;;;VERDADERO;;FALSO;38
672;LINUX BÁSICO - Online;;;;;LINUX BÁSICO - Online;;ERO328;FALSO;Empresa;0;FALSO;0;;;;;FALSO;;FALSO;
673;LINUX AVANZADO - Online;;;;;LINUX AVANZADO - Online;;ERO331;FALSO;Empresa;0;FALSO;0;;;;;FALSO;;FALSO;
674;SOCIAL MEDIA MARKETING: GESTIÓN DE REDES SOCIALES;;;;;SOCIAL MEDIA MARKETING: GESTIÓN DE REDES SOCIALES;;ERIU609;FALSO;Empresa;20;FALSO;0;;;;;FALSO;;FALSO;38
675;Project 2007;13-feb-12;29-feb-12;08:00;10:30;Microsoft Project 2007;;IU705;FALSO;Particular;20;VERDADERO;666;Ipartek;Hobetuz;Lunes - Miércoles - Viernes --->100 % Subvencionado;Aratz;FALSO;2;FALSO;
676;Webex Meeting Center;17-feb-12;09-mar-12;;;;Mismo contenido en las tres clases;;FALSO;;7;VERDADERO;667;Cikautxo;CIKAUTXO;;Txabi;FALSO;;FALSO;
677;Excel 2007 - Iniciación;28-feb-12;22-mar-12;08:00;10:30;;;;FALSO;;20;VERDADERO;668;Ipartek;Antenas Game;;Aratz;FALSO;;FALSO;
678;Visual Basic .NET - Online;27-feb-12;27-abr-12;;;;;;FALSO;;74;VERDADERO;669;Hexagon;Hexagon;;;FALSO;;FALSO;
679;UF1289 - Diseño elementos sofware;23-mar-12;02-may-12;08:30;13:30;Java;;UF1289;FALSO;Particular;90;VERDADERO;670;Ipartek;Hobetuz Modular;Unidad de competencia UF1289, vinculada al Certificado de Profesionalidad IFC303_3 Programación de Sistemas Informáticos ----> 100 % Subvencionado;Aratz;FALSO;23;FALSO;
680;"DISEÑO DE ELEMENTOS SOFTWARE CON TECNOLOGIAS
BASADAS EN COMPONENTES";;;;;"DISEÑO DE ELEMENTOS SOFTWARE CON TECNOLOGIAS
BASADAS EN COMPONENTES";;UF1289;FALSO;Empresa;90;FALSO;0;;;;;FALSO;;FALSO;
681;Excel & Access 2003;16-abr-12;14-may-12;15:30;17:30;;;;FALSO;;30;VERDADERO;671;ESTIBA Y DESESTIBA;Estiba y Desestiba;;César;FALSO;;FALSO;
682;Excel 2007 Gr1;14-may-12;18-may-12;09:00;12:30;;;;FALSO;;16;VERDADERO;677;Maier;Maier;;César;FALSO;;FALSO;
683;Excel 2007 Gr2;14-may-12;18-may-12;14:00;17:45;;;;FALSO;;16;VERDADERO;678;Maier;Maier;;César;FALSO;;FALSO;
684;Excel 2007 Gr3;21-may-12;25-may-12;09:00;12:15;;;;FALSO;;16;VERDADERO;679;Maier;Maier;;César;FALSO;;FALSO;
685;Excel 2007 Gr4;21-may-12;25-may-12;14:15;17:30;;;;FALSO;;16;VERDADERO;680;Maier;Maier;;César;FALSO;;FALSO;
686;Excel 2007 Gr5;28-may-12;01-jun-12;09:00;12:15;;;;FALSO;;16;VERDADERO;681;Maier;Maier;;César;FALSO;;FALSO;
687;Excel 2007 Gr6;28-may-12;01-jun-12;14:15;17:15;;;;FALSO;;16;VERDADERO;682;Maier;Maier;;César;FALSO;;FALSO;
688;UF1290 - Impl e Int de elem Soft  Basadas en comp;03-may-12;01-jun-12;08:30;13:30;JAVA II;;UF1290;FALSO;Particular;90;VERDADERO;683;Hobetuz Modular;Hobetuz Modular;Unidad de competencia UF1290, vinculada al Certificado de Profesionalidad IFC303_3 Programación de Sistemas Informáticos ----> 100 % Subvencionado;Aratz;FALSO;23;FALSO;
689;"IMPLEMENTACION E INTEGRACION DE ELEMENTOS
SOFTWARE CON TECNOLOGIAS
BASADAS EN COMPONENTES";;;;;"IMPLEMENTACION E INTEGRACION DE ELEMENTOS
SOFTWARE CON TECNOLOGIAS
BASADAS EN COMPONENTES";;UF1290;FALSO;Empresa;90;FALSO;0;;;;;FALSO;;FALSO;
691;Microsoft Excel 2007 (Básico) - Online;;;;;Excel 2007 Básico - Online;;E286;VERDADERO;Particular;20;VERDADERO;685;Bonificado;Bonificado;100% Subvencionado;;VERDADERO;22;VERDADERO;25
692;Microsoft Excel 2007 (Avanzado) - Online;;;;;Excel 2007 Avanzado - Online;;ERIU312;VERDADERO;Particular;20;VERDADERO;686;Bonificado;Bonificado;100% Subvencionado;;VERDADERO;22;VERDADERO;25
693;Microsoft Excel 2007 (Experto) - Online;;;;;Excel 2007 (Experto) - Online;;ERIU311;VERDADERO;Particular;25;VERDADERO;687;Bonificado;Bonificado;100% Subvencionado;;VERDADERO;22;VERDADERO;25
694;Microsoft Access 2007 (Básico) - Online;;;;;Access 2007 (Básico) - Online;;E310;VERDADERO;Particular;20;VERDADERO;688;Bonificado;Bonificado;100% Subvencionado;;VERDADERO;22;VERDADERO;25
695;Microsoft Access 2007 (Avanzado) - Online;;;;;Access 2007 (Avanzado);;E313;VERDADERO;Particular;20;VERDADERO;689;Bonificado;Bonificado;100% Subvencionado;;VERDADERO;22;VERDADERO;25
696;Microsoft Project 2010 - Online;;;;;Microsoft Project 2010 - Online;;E25023;VERDADERO;Particular;30;VERDADERO;836;Bonificado;Bonificado;100% Subvencionado;;VERDADERO;22;VERDADERO;47
697;Java SE (Standard Edition) - Online;;;;;Java SE (Standard Edition) - Online;;ERCI19;VERDADERO;Particular;40;VERDADERO;691;Bonificado;Bonificado;100% Subvencionado;;VERDADERO;22;VERDADERO;28
698;Microsoft SQL Server 2005 - Online;;;;;Microsoft SQL Server 2005 - Online;;ERCI18;VERDADERO;Particular;40;VERDADERO;692;Bonificado;Bonificado;100% Subvencionado;;VERDADERO;22;VERDADERO;28
699;Microsoft Visual Basic .NET - Online;;;;;Microsoft Visual Basic 2008 - Online;;E9202;VERDADERO;Particular;85;VERDADERO;693;Bonificado;Bonificado;100% Subvencionado;;VERDADERO;22;VERDADERO;28
700;Programación páginas web con ASP .NET 3.5 - Online;;;;;Programación páginas web con ASP .NET 3.5 - Online;;ERCI17;VERDADERO;Particular;80;VERDADERO;694;Bonificado;Bonificado;100% Subvencionado;;VERDADERO;22;VERDADERO;28
702;Social Media Marketing: Gestión de Redes Sociales;11-jun-12;20-jun-12;08:30;13:30;Social Media Marketing: Gestión de Redes Sociales;;ERIU609;FALSO;Particular;20;VERDADERO;696;ERKIDE;ERKIDE;Lunes --> Miércoles;Aratz;FALSO;20;FALSO;
703;Excel 2007 Avanzado;25-jun-12;19-jul-12;08:00;10:30;Excel 2007 Avanzado;;IU310;FALSO;Particular;20;VERDADERO;697;Bonificado;Bonificado;100% Subvencionado;César;FALSO;22;FALSO;
704;Microsoft Project 2007;27-jun-12;11-jul-12;08:30;10:30;Project 2007;;IU705;FALSO;Particular;20;VERDADERO;698;Bonificado;Bonificado;100% Subvencionado;;FALSO;22;FALSO;
705;Microsoft Excel 2007 (Básico);;;;;Microsoft Excel 2007 (Básico);;E286;FALSO;Empresa;17;FALSO;0;;;;;FALSO;;FALSO;
706;Microsoft Excel 2007 (Completo);;;;;Microsoft Excel 2007 (Completo);;E283;FALSO;Empresa;66;FALSO;0;;;;;FALSO;;FALSO;
707;Microsoft Access 2007 (Básico);;;;;Microsoft Access 2007 (Básico);;E310;FALSO;Empresa;18;FALSO;0;;;;;FALSO;;FALSO;
708;Microsoft Access 2007 (Avanzado);;;;;Microsoft Access 2007 (Avanzado);;E313;FALSO;Empresa;19;FALSO;0;;;;;FALSO;;FALSO;
709;Microsoft Visual Basic .NET - Online;;;;;Microsoft Visual Basic .NET - Online;;E514;FALSO;Empresa;85;FALSO;0;;;;;FALSO;;FALSO;
710;UF1291 Desplie. y puesta en func. de compon Soft;04-jun-12;13-jun-12;00:00;00:00;;;;FALSO;;30;VERDADERO;702;Hobetuz Modular;Hobetuz Modular;;Aratz;FALSO;;FALSO;
711;Social Media Marketing. Gestión de Redes Sociales;25-jun-12;19-jul-12;12:30;14:30;Social Media Marketing. Gestión de Redes Sociales;;ERIU609;FALSO;Particular;20;VERDADERO;703;Bonificado;Bonificado;100% Subvencionado;Aratz;FALSO;22;FALSO;
712;Microsoft Excel 2007 (Completo) - Online;;;;;;;;FALSO;;66;VERDADERO;684;Bonificado;Bonificado;;;FALSO;;FALSO;
713;Microsoft PowerPoint 2007 - Online;;;;;PowerPoint 2007 - Online;Precio alumno:;E2268;VERDADERO;Particular;49;VERDADERO;695;Bonificado;Bonificado;;;VERDADERO;22;VERDADERO;25
714;Visual Basic 2008 - Online;;;;;Visual Basic 2008 - Online;;E9202;FALSO;Empresa;85;FALSO;0;;;;;VERDADERO;;FALSO;
715;Office 2003 & Redes Sociales;25-jun-12;26-jul-12;08:00;10:00;;19 horas van contra el pedido 2010/78 de Bilbo Zaharra;;FALSO;;40;VERDADERO;704;Bilbo Zaharra;Bilbo Zaharra;;Aratz;FALSO;;FALSO;
716;SQL Server 2008 Admin&Progr.;18-jun-12;05-jul-12;08:30;13:30;;"Planificadas 24 horas (se incrementa sobre la marcha)
7 personas";;FALSO;;40;VERDADERO;705;Maier;Maier;;Dpto Micros;FALSO;;FALSO;
717;Microsoft Excel 2007 (Básico) - Online;25-jun-12;20-jul-12;;;;;;FALSO;;17;VERDADERO;685;Bonificado;Bonificado;;;FALSO;;FALSO;
718;Microsoft Excel 2007 (Avanzado) - Online;25-jun-12;20-jul-12;;;;;;FALSO;;16;VERDADERO;686;Bonificado;Bonificado;;;FALSO;;FALSO;
719;Microsoft Excel 2007 (Experto) - Online;25-jun-12;27-jul-12;;;;;;FALSO;;24;VERDADERO;687;Bonificado;Bonificado;;;FALSO;;FALSO;
720;Microsoft Access 2007 (Básico) - Online;25-jun-12;20-jul-12;;;;;;FALSO;;18;VERDADERO;688;Bonificado;Bonificado;;;FALSO;;FALSO;
721;Microsoft Access 2007 (Avanzado) - Online;25-jun-12;20-jul-12;;;;;;FALSO;;19;VERDADERO;689;Bonificado;Bonificado;;;FALSO;;FALSO;
722;Microsoft Project 2010 - Online;25-jun-12;27-jul-12;;;;;;FALSO;;30;VERDADERO;690;Bonificado;Bonificado;;;FALSO;;FALSO;
723;Java SE (Standard Edition) - Online;25-jun-12;27-jul-12;;;;;;FALSO;;40;VERDADERO;691;Bonificado;Bonificado;;;FALSO;;FALSO;
724;Microsoft SQL Server 2005 - Online;18-jun-12;20-jul-12;;;;;;FALSO;;40;VERDADERO;692;Bonificado;Bonificado;;;FALSO;;FALSO;
